org,repo,hyperlink,commits_last_30d,PRs_closed_30d,source,health_score
bytedance,SmartInfra,https://github.com/bytedance/SmartInfra,7,0,LARGE_BUCKET1,7
oracle,node-oracledb,https://github.com/oracle/node-oracledb,3,2,LARGE_BUCKET2,7
sap,macOS-enterprise-privileges,https://github.com/SAP/macOS-enterprise-privileges,1,3,LARGE_BUCKET2,7
facebookresearch,AugLy,https://github.com/facebookresearch/AugLy,3,2,META,7
telekom,kong-plugin-jwt-keycloak,https://github.com/telekom/kong-plugin-jwt-keycloak,1,3,LARGE_BUCKET2,7
block,bitcoin-augur-benchmarking,https://github.com/block/bitcoin-augur-benchmarking,5,1,SMALL_ORGS,7
microsoft,TableLoRA,https://github.com/microsoft/TableLoRA,5,1,MICROSOFT,7
paypal,postman-collections,https://github.com/paypal/postman-collections,3,2,LARGE_BUCKET3,7
oracle,weblogic-monitoring-exporter,https://github.com/oracle/weblogic-monitoring-exporter,7,0,LARGE_BUCKET2,7
analogdevicesinc,energy-firmware-services,https://github.com/analogdevicesinc/energy-firmware-services,1,3,LARGE_BUCKET3,7
broadcom,HOL-2636,https://github.com/Broadcom/HOL-2636,7,0,SMALL_ORGS,7
intel,rv-brs-test-suite,https://github.com/intel/rv-brs-test-suite,1,3,LARGE_BUCKET2,7
crowdstrike,aws-security-lake,https://github.com/CrowdStrike/aws-security-lake,1,3,LARGE_BUCKET4,7
intel,xess,https://github.com/intel/xess,1,3,LARGE_BUCKET2,7
infineon,TRAVEO_T2G_code_examples,https://github.com/Infineon/TRAVEO_T2G_code_examples,1,3,LARGE_BUCKET3,7
intel,usbcd,https://github.com/intel/usbcd,4,1,LARGE_BUCKET2,6
intel,mfd-code-quality,https://github.com/intel/mfd-code-quality,0,3,LARGE_BUCKET2,6
shopify,polaris,https://github.com/Shopify/polaris,2,2,LARGE_BUCKET3,6
shopify,bundler-install-stats,https://github.com/Shopify/bundler-install-stats,0,3,LARGE_BUCKET3,6
shopify,example-app--credit-card-payments-app-template--remix,https://github.com/Shopify/example-app--credit-card-payments-app-template--remix,0,3,LARGE_BUCKET3,6
ibm,ContextAwareJoin,https://github.com/IBM/ContextAwareJoin,0,3,IBM,6
intel,cassian,https://github.com/intel/cassian,4,1,LARGE_BUCKET2,6
microsoft,github-scaled-agent-mode-webinar,https://github.com/microsoft/github-scaled-agent-mode-webinar,2,2,MICROSOFT,6
ibm,KCIF,https://github.com/IBM/KCIF,0,3,IBM,6
datadog,topolvm,https://github.com/DataDog/topolvm,2,2,LARGE_BUCKET4,6
cisco,OpenOSC,https://github.com/cisco/OpenOSC,0,3,SMALL_ORGS,6
facebook,facebook360_dep,https://github.com/facebook/facebook360_dep,6,0,META,6
shopify,percona-server,https://github.com/Shopify/percona-server,0,3,LARGE_BUCKET3,6
adobe,aepsdk-concierge-ios,https://github.com/adobe/aepsdk-concierge-ios,2,2,LARGE_BUCKET3,6
shopify,consumer-agent-mcp,https://github.com/Shopify/consumer-agent-mcp,0,3,LARGE_BUCKET3,6
shopify,eng-intern-assessment-rails,https://github.com/Shopify/eng-intern-assessment-rails,0,3,LARGE_BUCKET3,6
ibm,activation-steering,https://github.com/IBM/activation-steering,2,2,IBM,6
microsoft,Surface_BMRTools,https://github.com/microsoft/Surface_BMRTools,6,0,MICROSOFT,6
google,obr,https://github.com/google/obr,0,3,GOOGLE,6
analogdevicesinc,energy-board-support,https://github.com/analogdevicesinc/energy-board-support,0,3,LARGE_BUCKET3,6
google,har2csv,https://github.com/google/har2csv,0,3,GOOGLE,6
aws,aws-dynamodb-encryption-java,https://github.com/aws/aws-dynamodb-encryption-java,0,3,LARGE_BUCKET1,6
zoom,team-chat-shortcut-sample,https://github.com/zoom/team-chat-shortcut-sample,2,2,LARGE_BUCKET4,6
adobe,franklin-screens-project-boilerplate,https://github.com/adobe/franklin-screens-project-boilerplate,0,3,LARGE_BUCKET3,6
shopify,Burrow,https://github.com/Shopify/Burrow,0,3,LARGE_BUCKET3,6
intel,compute-benchmarks,https://github.com/intel/compute-benchmarks,0,3,LARGE_BUCKET2,6
boschresearch,causalAssembly,https://github.com/boschresearch/causalAssembly,0,3,LARGE_BUCKET1,6
microsoft,dromedary,https://github.com/microsoft/dromedary,4,1,MICROSOFT,6
marvellembeddedprocessors,pcie_ep_octeon_target,https://github.com/MarvellEmbeddedProcessors/pcie_ep_octeon_target,0,3,SMALL_ORGS,6
sap,homebrew-SapMachine,https://github.com/SAP/homebrew-SapMachine,0,3,LARGE_BUCKET2,6
siemens,sw360,https://github.com/siemens/sw360,0,3,LARGE_BUCKET2,6
amd,esmi_ib_library,https://github.com/amd/esmi_ib_library,0,3,SMALL_ORGS,6
tencent-hunyuan,Hunyuan3D-1,https://github.com/Tencent-Hunyuan/Hunyuan3D-1,6,0,SMALL_ORGS,6
siemens,isar-demo,https://github.com/siemens/isar-demo,4,1,LARGE_BUCKET2,6
stripe,terminal-connector-releases,https://github.com/stripe/terminal-connector-releases,0,3,SMALL_ORGS,6
microsoft,nanovppo,https://github.com/microsoft/nanovppo,0,3,MICROSOFT,6
ibm,actionspz,https://github.com/IBM/actionspz,2,2,IBM,6
adobe,aemms,https://github.com/adobe/aemms,0,3,LARGE_BUCKET3,6
infineon,mtb-xensiv-3d-magnetic-sensor-tlx493d,https://github.com/Infineon/mtb-xensiv-3d-magnetic-sensor-tlx493d,6,0,LARGE_BUCKET3,6
ibm,ibmix-sapcommerce-sonar-rules,https://github.com/IBM/ibmix-sapcommerce-sonar-rules,0,3,IBM,6
microsoft,codal-jacdac,https://github.com/microsoft/codal-jacdac,2,2,MICROSOFT,6
aliyun,aliyun-mns-python-sdk,https://github.com/aliyun/aliyun-mns-python-sdk,0,3,LARGE_BUCKET1,6
stmicroelectronics,lsm6dsr-pid,https://github.com/STMicroelectronics/lsm6dsr-pid,0,3,LARGE_BUCKET3,6
oracle,oci-ai-speech-realtime-web-sdk,https://github.com/oracle/oci-ai-speech-realtime-web-sdk,0,3,LARGE_BUCKET2,6
sap,fundamental-react,https://github.com/SAP/fundamental-react,0,3,LARGE_BUCKET2,6
zoom,appssdk,https://github.com/zoom/appssdk,0,3,LARGE_BUCKET4,6
square,ast_builder,https://github.com/square/ast_builder,0,3,LARGE_BUCKET3,6
aliyun,mysql-backup-helper,https://github.com/aliyun/mysql-backup-helper,0,3,LARGE_BUCKET1,6
facebookresearch,nwm,https://github.com/facebookresearch/nwm,2,2,META,6
adobe,aem-react-core-wcm-components-spa,https://github.com/adobe/aem-react-core-wcm-components-spa,0,3,LARGE_BUCKET3,6
aliyun,adbpg-chat-demo,https://github.com/aliyun/adbpg-chat-demo,0,3,LARGE_BUCKET1,6
aliyun,dingtalk-sdk,https://github.com/aliyun/dingtalk-sdk,0,3,LARGE_BUCKET1,6
microsoft,ChatIntelligence,https://github.com/microsoft/ChatIntelligence,6,0,MICROSOFT,6
tencent-hunyuan,AutoCodeBenchmark,https://github.com/Tencent-Hunyuan/AutoCodeBenchmark,6,0,SMALL_ORGS,6
telekom-mms,ansible-role-semodule,https://github.com/telekom-mms/ansible-role-semodule,0,3,LARGE_BUCKET2,6
aliyun,alibabacloud-esa-cli,https://github.com/aliyun/alibabacloud-esa-cli,0,3,LARGE_BUCKET1,6
aliyun,alibabacloud-hologres-connectors,https://github.com/aliyun/alibabacloud-hologres-connectors,0,3,LARGE_BUCKET1,6
telekom-mms,hardhat-foundry-starter-kit,https://github.com/telekom-mms/hardhat-foundry-starter-kit,0,3,LARGE_BUCKET2,6
microsoft,cloud-hypervisor,https://github.com/microsoft/cloud-hypervisor,0,3,MICROSOFT,6
oracle,odpi,https://github.com/oracle/odpi,6,0,LARGE_BUCKET2,6
google,xplat,https://github.com/google/xplat,6,0,GOOGLE,6
sap,cloud-identity-authorizations-golang-library,https://github.com/SAP/cloud-identity-authorizations-golang-library,0,3,LARGE_BUCKET2,6
facebookresearch,A2B,https://github.com/facebookresearch/A2B,0,3,META,6
bytedance,android-inline-hook,https://github.com/bytedance/android-inline-hook,6,0,LARGE_BUCKET1,6
google,pcie_lmt,https://github.com/google/pcie_lmt,0,3,GOOGLE,6
hewlettpackard,shs-docs,https://github.com/HewlettPackard/shs-docs,6,0,LARGE_BUCKET3,6
mastercard,open-banking-us-openapi,https://github.com/Mastercard/open-banking-us-openapi,2,2,LARGE_BUCKET3,6
google,shoptimizer,https://github.com/google/shoptimizer,6,0,GOOGLE,6
hewlettpackard,CrayXD_AFUT_XD675,https://github.com/HewlettPackard/CrayXD_AFUT_XD675,0,3,LARGE_BUCKET3,6
aliyun,aliyun-datahub-sdk-go,https://github.com/aliyun/aliyun-datahub-sdk-go,0,3,LARGE_BUCKET1,6
facebookresearch,nymeria_dataset,https://github.com/facebookresearch/nymeria_dataset,2,2,META,6
google,tacotron,https://github.com/google/tacotron,0,3,GOOGLE,6
google,go-units,https://github.com/google/go-units,2,2,GOOGLE,6
ibm,aiopsctl,https://github.com/IBM/aiopsctl,0,3,IBM,6
hewlettpackard,shs-libcxi,https://github.com/HewlettPackard/shs-libcxi,6,0,LARGE_BUCKET3,6
stmicroelectronics,STM32CubeL4,https://github.com/STMicroelectronics/STM32CubeL4,0,3,LARGE_BUCKET3,6
aliyun,alibabacloud-typescript-sdk,https://github.com/aliyun/alibabacloud-typescript-sdk,0,3,LARGE_BUCKET1,6
microsoft,responsible-ai-toolbox-privacy,https://github.com/microsoft/responsible-ai-toolbox-privacy,0,3,MICROSOFT,6
ibm,core-dump-operator,https://github.com/IBM/core-dump-operator,0,3,IBM,6
ocadotechnology,codeforlife-scheduler-backend,https://github.com/ocadotechnology/codeforlife-scheduler-backend,2,2,SMALL_ORGS,6
ocadotechnology,Ocava,https://github.com/ocadotechnology/Ocava,0,3,SMALL_ORGS,6
microsoft,agdebugger,https://github.com/microsoft/agdebugger,0,3,MICROSOFT,6
infineon,mtb-micropython-psoc6-port-integration,https://github.com/Infineon/mtb-micropython-psoc6-port-integration,2,2,LARGE_BUCKET3,6
datadog,testify,https://github.com/DataDog/testify,0,3,LARGE_BUCKET4,6
aws,theroutingloop,https://github.com/aws/theroutingloop,6,0,LARGE_BUCKET1,6
ibm,helloworldjsp,https://github.com/IBM/helloworldjsp,6,0,IBM,6
microsoft,Microsoft-Purview-Advanced-Rich-Reports-MPARR-Collector,https://github.com/microsoft/Microsoft-Purview-Advanced-Rich-Reports-MPARR-Collector,1,2,MICROSOFT,5
intel,network-operator,https://github.com/intel/network-operator,1,2,LARGE_BUCKET2,5
intel,confidential-computing-documentation,https://github.com/intel/confidential-computing-documentation,1,2,LARGE_BUCKET2,5
amd,ZenDNN-pytorch-plugin,https://github.com/amd/ZenDNN-pytorch-plugin,5,0,SMALL_ORGS,5
microsoft,mineworld,https://github.com/microsoft/mineworld,1,2,MICROSOFT,5
ocadotechnology,codeforlife-sso-frontend,https://github.com/ocadotechnology/codeforlife-sso-frontend,3,1,SMALL_ORGS,5
ocadotechnology,codeforlife-template-frontend,https://github.com/ocadotechnology/codeforlife-template-frontend,3,1,SMALL_ORGS,5
intel,Intel-Optimized-Container-for-Embeddings,https://github.com/intel/Intel-Optimized-Container-for-Embeddings,1,2,LARGE_BUCKET2,5
intel,libmebo,https://github.com/intel/libmebo,3,1,LARGE_BUCKET2,5
analogdevicesinc,energy-adc-service,https://github.com/analogdevicesinc/energy-adc-service,1,2,LARGE_BUCKET3,5
crowdstrike,xwf-yara-scanner,https://github.com/CrowdStrike/xwf-yara-scanner,1,2,LARGE_BUCKET4,5
bytedance,CausalMatch,https://github.com/bytedance/CausalMatch,3,1,LARGE_BUCKET1,5
bytedance,CodeLocator,https://github.com/bytedance/CodeLocator,1,2,LARGE_BUCKET1,5
hpinc,rsc-cli,https://github.com/HPInc/rsc-cli,1,2,SMALL_ORGS,5
microsoft,InteractiveTextGeneration,https://github.com/microsoft/InteractiveTextGeneration,5,0,MICROSOFT,5
shopify,ruby-environments,https://github.com/Shopify/ruby-environments,3,1,LARGE_BUCKET3,5
ibm,ba-handson-jp,https://github.com/IBM/ba-handson-jp,5,0,IBM,5
microsoft,Windows-universal-samples,https://github.com/microsoft/Windows-universal-samples,1,2,MICROSOFT,5
intel,openvino-plugins-for-obs-studio,https://github.com/intel/openvino-plugins-for-obs-studio,1,2,LARGE_BUCKET2,5
teslamotors,LVCS,https://github.com/teslamotors/LVCS,5,0,SMALL_ORGS,5
shopify,flink-kubernetes-operator,https://github.com/Shopify/flink-kubernetes-operator,3,1,LARGE_BUCKET3,5
microsoft,controllable-safety-alignment,https://github.com/microsoft/controllable-safety-alignment,1,2,MICROSOFT,5
telekom,identity-iris-hydra-tokenhook,https://github.com/telekom/identity-iris-hydra-tokenhook,1,2,LARGE_BUCKET2,5
apple,ml-aim,https://github.com/apple/ml-aim,1,2,LARGE_BUCKET1,5
microsoft,Build25-BRK117,https://github.com/microsoft/Build25-BRK117,1,2,MICROSOFT,5
facebookresearch,univlg,https://github.com/facebookresearch/univlg,1,2,META,5
telekom,HRM,https://github.com/telekom/HRM,5,0,LARGE_BUCKET2,5
facebookresearch,aira-dojo,https://github.com/facebookresearch/aira-dojo,1,2,META,5
facebookresearch,param,https://github.com/facebookresearch/param,5,0,META,5
bytedance,x-nemo-inference,https://github.com/bytedance/x-nemo-inference,5,0,LARGE_BUCKET1,5
bytedance,FTRL,https://github.com/bytedance/FTRL,5,0,LARGE_BUCKET1,5
google,silifuzz,https://github.com/google/silifuzz,5,0,GOOGLE,5
google,esamplusplus,https://github.com/google/esamplusplus,3,1,GOOGLE,5
block,oss-project-template,https://github.com/block/oss-project-template,1,2,SMALL_ORGS,5
stmicroelectronics,lsm6dsv16x-pid,https://github.com/STMicroelectronics/lsm6dsv16x-pid,1,2,LARGE_BUCKET3,5
broadcom,HOL-2637,https://github.com/Broadcom/HOL-2637,5,0,SMALL_ORGS,5
ibm,techxchange2025-lab3640-docling,https://github.com/IBM/techxchange2025-lab3640-docling,5,0,IBM,5
intel,Intel-Linux-Processor-Microcode-Data-Files,https://github.com/intel/Intel-Linux-Processor-Microcode-Data-Files,1,2,LARGE_BUCKET2,5
microsoft,abledom,https://github.com/microsoft/abledom,5,0,MICROSOFT,5
sony,SIoT-LSLtool,https://github.com/sony/SIoT-LSLtool,5,0,LARGE_BUCKET2,5
tencent,vectordatabase-sdk-java,https://github.com/Tencent/vectordatabase-sdk-java,1,2,LARGE_BUCKET1,5
tencent,setup-tencent-kona,https://github.com/Tencent/setup-tencent-kona,1,2,LARGE_BUCKET1,5
microsoft,FIVE-UI-Evol,https://github.com/microsoft/FIVE-UI-Evol,3,1,MICROSOFT,5
adobe,Marinus,https://github.com/adobe/Marinus,1,2,LARGE_BUCKET3,5
nokia,camaraproject-Commonalities,https://github.com/nokia/camaraproject-Commonalities,3,1,LARGE_BUCKET3,5
intel,mfd-network-adapter,https://github.com/intel/mfd-network-adapter,1,2,LARGE_BUCKET2,5
ibm,ciam-nextjs,https://github.com/IBM/ciam-nextjs,5,0,IBM,5
google,graph-mining,https://github.com/google/graph-mining,5,0,GOOGLE,5
nvidia,diffusion-audio-restoration,https://github.com/NVIDIA/diffusion-audio-restoration,5,0,LARGE_BUCKET1,5
nvidia,Trustworthy-AI,https://github.com/NVIDIA/Trustworthy-AI,5,0,LARGE_BUCKET1,5
ibm,mlca,https://github.com/IBM/mlca,1,2,IBM,5
microsoft,Build25-BRK233,https://github.com/microsoft/Build25-BRK233,1,2,MICROSOFT,5
qualcomm,snapdragon-compute-samples,https://github.com/qualcomm/snapdragon-compute-samples,1,2,SMALL_ORGS,5
schneider-electric,device-sdk-go,https://github.com/schneider-electric/device-sdk-go,5,0,SMALL_ORGS,5
infineon,StreamGen,https://github.com/Infineon/StreamGen,4,0,LARGE_BUCKET3,4
ibm,WGTDA,https://github.com/IBM/WGTDA,0,2,IBM,4
astrazeneca,peptide-tools,https://github.com/AstraZeneca/peptide-tools,0,2,SMALL_ORGS,4
adobe,aem-embed,https://github.com/adobe/aem-embed,0,2,LARGE_BUCKET3,4
analogdevicesinc,tmcl_ros2,https://github.com/analogdevicesinc/tmcl_ros2,0,2,LARGE_BUCKET3,4
vmware,photon-docker-image,https://github.com/vmware/photon-docker-image,0,2,LARGE_BUCKET2,4
aliyun,alibabacloud-csharp-sdk,https://github.com/aliyun/alibabacloud-csharp-sdk,0,2,LARGE_BUCKET1,4
stmicroelectronics,meta-st-stm32mp,https://github.com/STMicroelectronics/meta-st-stm32mp,0,2,LARGE_BUCKET3,4
analogdevicesinc,energy-metic-service,https://github.com/analogdevicesinc/energy-metic-service,0,2,LARGE_BUCKET3,4
adobe,go-surefire,https://github.com/adobe/go-surefire,0,2,LARGE_BUCKET3,4
ibm,objcache,https://github.com/IBM/objcache,2,1,IBM,4
ibm,project-documentation-template,https://github.com/IBM/project-documentation-template,2,1,IBM,4
microsoft,wina,https://github.com/microsoft/wina,0,2,MICROSOFT,4
oracle,linux-uek,https://github.com/oracle/linux-uek,4,0,LARGE_BUCKET2,4
tencent,vectordatabase-sdk-go,https://github.com/Tencent/vectordatabase-sdk-go,4,0,LARGE_BUCKET1,4
microsoft,Build-Apache-Provider,https://github.com/microsoft/Build-Apache-Provider,0,2,MICROSOFT,4
microsoft,DecodingSuperUsage,https://github.com/microsoft/DecodingSuperUsage,0,2,MICROSOFT,4
aliyun,alibabacloud-go-sdk,https://github.com/aliyun/alibabacloud-go-sdk,0,2,LARGE_BUCKET1,4
google,mpact-cheriot,https://github.com/google/mpact-cheriot,4,0,GOOGLE,4
aliyun,alibabacloud-devops-mcp-server,https://github.com/aliyun/alibabacloud-devops-mcp-server,0,2,LARGE_BUCKET1,4
aliyun,alicloud-ios-sdk-emascurl,https://github.com/aliyun/alicloud-ios-sdk-emascurl,0,2,LARGE_BUCKET1,4
aliyun,alibabacloud-cpp-sdk,https://github.com/aliyun/alibabacloud-cpp-sdk,0,2,LARGE_BUCKET1,4
microsoft,YOLaT-VectorGraphicsRecognition,https://github.com/microsoft/YOLaT-VectorGraphicsRecognition,0,2,MICROSOFT,4
microsoft,vscode-automated-sanity-checker,https://github.com/microsoft/vscode-automated-sanity-checker,2,1,MICROSOFT,4
microsoft,WindowsCloudAcademy,https://github.com/microsoft/WindowsCloudAcademy,2,1,MICROSOFT,4
bytedance,gpu4pyscf,https://github.com/bytedance/gpu4pyscf,0,2,LARGE_BUCKET1,4
microsoft,setup-msstore-cli,https://github.com/microsoft/setup-msstore-cli,0,2,MICROSOFT,4
microsoft,CBL-Mariner-Linux-Kernel,https://github.com/microsoft/CBL-Mariner-Linux-Kernel,0,2,MICROSOFT,4
microsoft,MarS,https://github.com/microsoft/MarS,0,2,MICROSOFT,4
telekom,arquillian-core,https://github.com/telekom/arquillian-core,4,0,LARGE_BUCKET2,4
aliyun,alibabacloud-baas-cloud-service-integration-demo,https://github.com/aliyun/alibabacloud-baas-cloud-service-integration-demo,0,2,LARGE_BUCKET1,4
ibm,turbonomic-container-platform,https://github.com/IBM/turbonomic-container-platform,4,0,IBM,4
twilio,draw-with-twilio,https://github.com/twilio/draw-with-twilio,0,2,LARGE_BUCKET4,4
stmicroelectronics,iis2dulpx-pid,https://github.com/STMicroelectronics/iis2dulpx-pid,0,2,LARGE_BUCKET3,4
intel,FSP,https://github.com/intel/FSP,0,2,LARGE_BUCKET2,4
oracle,oci-ai-speech-realtime-typescript-sdk,https://github.com/oracle/oci-ai-speech-realtime-typescript-sdk,0,2,LARGE_BUCKET2,4
google,jsinterop-generator,https://github.com/google/jsinterop-generator,0,2,GOOGLE,4
microsoft,jpwebapps,https://github.com/microsoft/jpwebapps,0,2,MICROSOFT,4
ibm,ACPBench,https://github.com/IBM/ACPBench,2,1,IBM,4
google,jsinterop-base,https://github.com/google/jsinterop-base,0,2,GOOGLE,4
mastercard,mangos-tools,https://github.com/Mastercard/mangos-tools,2,1,LARGE_BUCKET3,4
microsoft,ohttp,https://github.com/microsoft/ohttp,0,2,MICROSOFT,4
aliyun,AliRTCSample,https://github.com/aliyun/AliRTCSample,0,2,LARGE_BUCKET1,4
hewlettpackard,open-ofi-xccl,https://github.com/HewlettPackard/open-ofi-xccl,0,2,LARGE_BUCKET3,4
alibaba,cloud-charts,https://github.com/alibaba/cloud-charts,0,2,LARGE_BUCKET1,4
tencent-hunyuan,Hunyuan-0.5B,https://github.com/Tencent-Hunyuan/Hunyuan-0.5B,2,1,SMALL_ORGS,4
facebook,buck2-shims-meta,https://github.com/facebook/buck2-shims-meta,2,1,META,4
disney,terraform-aws-lambda-at-edge-cognito-authentication,https://github.com/disney/terraform-aws-lambda-at-edge-cognito-authentication,0,2,SMALL_ORGS,4
adobe,operator-tools,https://github.com/adobe/operator-tools,0,2,LARGE_BUCKET3,4
shopify,djb2,https://github.com/Shopify/djb2,0,2,LARGE_BUCKET3,4
adobe,aem-angular-core-wcm-components-base,https://github.com/adobe/aem-angular-core-wcm-components-base,0,2,LARGE_BUCKET3,4
adobe,aem-angular-core-wcm-components-spa,https://github.com/adobe/aem-angular-core-wcm-components-spa,0,2,LARGE_BUCKET3,4
adobe,storefront-search-as-you-type,https://github.com/adobe/storefront-search-as-you-type,0,2,LARGE_BUCKET3,4
facebookresearch,pytorch3d,https://github.com/facebookresearch/pytorch3d,2,1,META,4
facebookresearch,PhysicsLM4,https://github.com/facebookresearch/PhysicsLM4,4,0,META,4
siemens,ieddata,https://github.com/siemens/ieddata,0,2,LARGE_BUCKET2,4
stmicroelectronics,ism330dhcx-pid,https://github.com/STMicroelectronics/ism330dhcx-pid,0,2,LARGE_BUCKET3,4
microsoft,AgentsClientSDK.Windows,https://github.com/microsoft/AgentsClientSDK.Windows,0,2,MICROSOFT,4
microsoft,Yatesbury,https://github.com/microsoft/Yatesbury,2,1,MICROSOFT,4
microsoft,oneqmc,https://github.com/microsoft/oneqmc,2,1,MICROSOFT,4
ibm,QBioCode,https://github.com/IBM/QBioCode,2,1,IBM,4
stmicroelectronics,lis2dux12-pid,https://github.com/STMicroelectronics/lis2dux12-pid,0,2,LARGE_BUCKET3,4
stmicroelectronics,lis2duxs12-pid,https://github.com/STMicroelectronics/lis2duxs12-pid,0,2,LARGE_BUCKET3,4
zoom,videosdk-web-processor-sample,https://github.com/zoom/videosdk-web-processor-sample,4,0,LARGE_BUCKET4,4
boschresearch,MultiADS,https://github.com/boschresearch/MultiADS,4,0,LARGE_BUCKET1,4
microsoft,eventtracing-processing-samples,https://github.com/microsoft/eventtracing-processing-samples,0,2,MICROSOFT,4
infineon,BlockchainSecurity2Go-Android,https://github.com/Infineon/BlockchainSecurity2Go-Android,0,2,LARGE_BUCKET3,4
dell,powerstore-metrics-exporter,https://github.com/dell/powerstore-metrics-exporter,4,0,LARGE_BUCKET2,4
goldmansachs,legend-studio,https://github.com/goldmansachs/legend-studio,0,2,SMALL_ORGS,4
facebookresearch,veet,https://github.com/facebookresearch/veet,2,1,META,4
microsoft,Adversarial-Chatter,https://github.com/microsoft/Adversarial-Chatter,2,1,MICROSOFT,4
stripe,scoop-stripe-cli,https://github.com/stripe/scoop-stripe-cli,0,2,SMALL_ORGS,4
microsoft,geo-vision-labeler,https://github.com/microsoft/geo-vision-labeler,0,2,MICROSOFT,4
quic,cloud-ai-sdk,https://github.com/quic/cloud-ai-sdk,0,2,SMALL_ORGS,4
tencent-hunyuan,Hunyuan-4B,https://github.com/Tencent-Hunyuan/Hunyuan-4B,2,1,SMALL_ORGS,4
shopify,infra-intern-assessment,https://github.com/Shopify/infra-intern-assessment,0,2,LARGE_BUCKET3,4
tencent-hunyuan,Hunyuan-1.8B,https://github.com/Tencent-Hunyuan/Hunyuan-1.8B,2,1,SMALL_ORGS,4
hpinc,krypton-utils,https://github.com/HPInc/krypton-utils,4,0,SMALL_ORGS,4
nvidia,nvidia-installer,https://github.com/NVIDIA/nvidia-installer,4,0,LARGE_BUCKET1,4
qualcomm,kleidiai,https://github.com/qualcomm/kleidiai,4,0,SMALL_ORGS,4
nvidia,nvidia-xconfig,https://github.com/NVIDIA/nvidia-xconfig,4,0,LARGE_BUCKET1,4
nokia,camaraproject-ReleaseManagement,https://github.com/nokia/camaraproject-ReleaseManagement,0,2,LARGE_BUCKET3,4
pinterest,ws-gtm-template,https://github.com/pinterest/ws-gtm-template,4,0,SMALL_ORGS,4
nvidia,nvidia-modprobe,https://github.com/NVIDIA/nvidia-modprobe,4,0,LARGE_BUCKET1,4
nvidia,nvidia-persistenced,https://github.com/NVIDIA/nvidia-persistenced,4,0,LARGE_BUCKET1,4
nvidia,TensorRT-RTX,https://github.com/NVIDIA/TensorRT-RTX,2,1,LARGE_BUCKET1,4
shopify,svg2vd,https://github.com/Shopify/svg2vd,0,2,LARGE_BUCKET3,4
shopify,eng-intern-assessment-react,https://github.com/Shopify/eng-intern-assessment-react,0,2,LARGE_BUCKET3,4
shopify,onigmo,https://github.com/Shopify/onigmo,0,2,LARGE_BUCKET3,4
nvidia,cper-dump,https://github.com/NVIDIA/cper-dump,4,0,LARGE_BUCKET1,4
hpinc,krypton-dsts,https://github.com/HPInc/krypton-dsts,2,1,SMALL_ORGS,4
nvidia,context-aware-rag,https://github.com/NVIDIA/context-aware-rag,0,2,LARGE_BUCKET1,4
servicenow,sdk,https://github.com/ServiceNow/sdk,0,2,LARGE_BUCKET3,4
intel,libvpl-tools,https://github.com/intel/libvpl-tools,2,1,LARGE_BUCKET2,4
microsoft,SCXcore-osskits,https://github.com/microsoft/SCXcore-osskits,0,2,MICROSOFT,4
vmware,open-vm-tools,https://github.com/vmware/open-vm-tools,0,2,LARGE_BUCKET2,4
datadog,opentelemetry-collector,https://github.com/DataDog/opentelemetry-collector,0,2,LARGE_BUCKET4,4
infineon,Servo,https://github.com/Infineon/Servo,0,2,LARGE_BUCKET3,4
netflix,asf-rez-fork,https://github.com/Netflix/asf-rez-fork,0,2,LARGE_BUCKET2,4
microsoft,fabric-rest-api-specs,https://github.com/microsoft/fabric-rest-api-specs,4,0,MICROSOFT,4
microsoft,lets-learn-mcp-python,https://github.com/microsoft/lets-learn-mcp-python,0,2,MICROSOFT,4
tencent,CognitiveKernel-Pro,https://github.com/Tencent/CognitiveKernel-Pro,4,0,LARGE_BUCKET1,4
analogdevicesinc,hal_adi,https://github.com/analogdevicesinc/hal_adi,0,2,LARGE_BUCKET3,4
analogdevicesinc,lnxdsp-examples,https://github.com/analogdevicesinc/lnxdsp-examples,0,2,LARGE_BUCKET3,4
facebook,facebook-ios-sdk,https://github.com/facebook/facebook-ios-sdk,4,0,META,4
microsoft,CADFusion,https://github.com/microsoft/CADFusion,0,2,MICROSOFT,4
analogdevicesinc,u-boot,https://github.com/analogdevicesinc/u-boot,0,2,LARGE_BUCKET3,4
nvidia,tensorflow,https://github.com/NVIDIA/tensorflow,0,2,LARGE_BUCKET1,4
shopify,torch-grammar,https://github.com/Shopify/torch-grammar,0,2,LARGE_BUCKET3,4
ibm,wca-l4,https://github.com/IBM/wca-l4,3,0,IBM,3
vmware,homebrew-pinniped,https://github.com/vmware/homebrew-pinniped,1,1,LARGE_BUCKET2,3
ibm,cp4ba-client-onboarding-scenario,https://github.com/IBM/cp4ba-client-onboarding-scenario,1,1,IBM,3
broadcom,HOL-2610,https://github.com/Broadcom/HOL-2610,3,0,SMALL_ORGS,3
ibm,ICX360,https://github.com/IBM/ICX360,1,1,IBM,3
nokia,provider-helm,https://github.com/nokia/provider-helm,3,0,LARGE_BUCKET3,3
goldmansachs,common,https://github.com/goldmansachs/common,3,0,SMALL_ORGS,3
ibm,terramind,https://github.com/IBM/terramind,3,0,IBM,3
intel,ParseAndC,https://github.com/intel/ParseAndC,1,1,LARGE_BUCKET2,3
ocadotechnology,codeforlife-rapid-router-frontend,https://github.com/ocadotechnology/codeforlife-rapid-router-frontend,3,0,SMALL_ORGS,3
